COMMENTS,Label
"மோசமான காற்று எதிர்ப்பு, கழுத்து திரிபு ஏற்படுகிறது.",negative
கொக்கி பயன்படுத்த கடினமாக உள்ளது மற்றும் சங்கடமாக உள்ளது.,negative
டின்ட் விசருடன் வரையறுக்கப்பட்ட தெரிவுநிலை.,positive
உட்புறத்தில் சங்கடமான திணிப்பு.,negative
சின் ஸ்ட்ராப் மிகவும் இறுக்கமாகவும் சங்கடமாகவும் இருக்கிறது.,negative
வரையறுக்கப்பட்ட வண்ண விருப்பங்கள் உள்ளன.,positive
ஆஃப் ரோடு பைக்கிங்கிற்கு ஏற்றதல்ல.,negative
சுத்தம் செய்து பராமரிப்பது கடினம்.,negative
சவாரிகளின் போது போதுமான மன அமைதியை அளிக்காது.,negative
அதிவேக சவாரிகளின் போது நகரும்.,positive
மோசமான வாடிக்கையாளர் சேவை மற்றும் ஆதரவு.,positive
இந்த ரவிக்கை துடைக்கும் விதம் எனக்கு மிகவும் பிடிக்கும்.,positive
"காதுகளில் சரியாகப் பொருந்தாது, எளிதில் வெளியே விழும்",negative
ஒரு செயல்பாட்டிற்கு மட்டுமே பயன்படுத்த முடியும் (இசை அல்லது அழைப்புகள்),positive
பல சாதனங்களுடன் இணங்கவில்லை,negative
இயர்பட்கள் மிகவும் பெரியதாகவோ அல்லது மிகச் சிறியதாகவோ மற்றும் சங்கடமானதாக உள்ளது,positive
ஆடை மிகவும் பல்துறை மற்றும் மேல் அல்லது கீழ் உடையணிந்து கொள்ளலாம்.,positive
சில வாரங்களுக்கு இந்த தயாரிப்பைப் பயன்படுத்திய பிறகு என் தலைமுடி வலுவாகவும் மீள்தன்மையுடனும் உணர்கிறது.,positive
இந்த ஹேர் ஸ்பா சிகிச்சையானது என் தலைமுடியில் உடைப்பு மற்றும் பிளவு முனைகளை குறைக்க உதவியது.,positive
"இந்த தயாரிப்பைப் பயன்படுத்திய பிறகு, என் தலைமுடியில் ஃபிரிஸ் மற்றும் நிலையானது குறைவதை நான் கவனித்தேன்.",positive
இந்த ஹேர் ஸ்பா தயாரிப்பு மிகவும் ஊட்டமளிக்கிறது மேலும் இது என் தலைமுடிக்கு தேவையான TLC ஐ தருகிறது.,positive
ஜம்ப்சூட்டின் பொருத்தம் சரியானது.,positive
ஆடை என் வளைவுகளை அணைக்கும் விதம் எனக்கு மிகவும் பிடிக்கும்.,positive
இந்த டாப் டேட் இரவுக்கு ஏற்றது.,positive
பொருள் மிகவும் மென்மையாகவும் வசதியாகவும் இருக்கிறது.,positive
முட்டை ஸ்லைசர் ஒவ்வொரு முறையும் சரியான முட்டை துண்டுகளை உருவாக்குகிறது.,positive
பீஸ்ஸா கல் மிருதுவான மேலோடு மற்றும் சமமாக சமைத்த பீஸ்ஸாக்களை உருவாக்குகிறது.,positive
இறைச்சி டெண்டரைசர் கடினமான இறைச்சிகளை மென்மையாகவும் சுவையாகவும் ஆக்குகிறது.,positive
சுரைக்காய் நூடுல்ஸ் மற்றும் பிற காய்கறி சுருள்கள் தயாரிப்பதற்கு ஸ்பைரலைசர் சிறந்தது.,positive
"சேலையை பராமரிப்பது எளிதாக இருந்தது, மேலும் அதற்கு சிறப்பு சலவை அல்லது இஸ்திரி வழிமுறைகள் எதுவும் தேவையில்லை.",positive
"புடவை விலைக்கு ஒரு பெரிய மதிப்பு, அது உண்மையில் இருந்ததை விட மிகவும் விலை உயர்ந்தது.",positive
புடவை மிகவும் பன்முகத்தன்மை வாய்ந்ததாக இருந்தது,positive
"சேலை நீண்ட நேரம் அணிவதற்கு மிகவும் வசதியாக இருந்தது, மேலும் எனக்கு எந்த அசௌகரியமும் எரிச்சலும் ஏற்படவில்லை.",positive
உற்பத்தியின் வடிவமைப்பு அன்றாட பயன்பாட்டிற்கு நடைமுறையில் இல்லை.,negative
தயாரிப்பு நன்கு தொகுக்கப்படவில்லை மற்றும் கீறல்கள் மற்றும் பற்களுடன் வந்தது.,negative
நிறுவ எளிதானது மற்றும் தொழில்முறை உதவி தேவைப்பட்டது.,negative
அசெம்பிளிக்கான தெளிவான வழிமுறைகளுடன் வரவில்லை.,negative
தயாரிப்பு எனது இடத்திற்கு ஏற்றதாக இல்லை மற்றும் மிகவும் சிறியதாகவோ அல்லது மிகப் பெரியதாகவோ இருந்தது.,negative
சில பயன்பாடுகளுக்குப் பிறகு மூடி அல்லது தொப்பி உடைந்தது அல்லது செயலிழந்தது.,negative
ஒடுக்கம் அல்லது வியர்வை பிடிப்பதை வழுக்கும்.,positive
விளம்பரப்படுத்தப்படும் வரை பானங்களை குளிர்ச்சியாக வைத்திருக்காது.,negative
சில பயனர்களின் விருப்பங்களுக்கு மிகவும் பெரியது அல்லது சிறியது.,positive
வாய்க்கால் அல்லது வைக்கோல் அழுக்கு அல்லது எளிதில் அடைத்துவிடும்.,positive
சில நீர் விநியோகிகள் அல்லது வடிகட்டிகளின் கீழ் பொருந்தாது.,negative
துல்லியமற்ற திறன் அளவீடுகள் அல்லது அடையாளங்கள்.,positive
ஹேர் ஸ்பா சிகிச்சையைப் பயன்படுத்திய பிறகு என் தலைமுடி மிகவும் சமாளிக்கக்கூடியதாகவும் ஸ்டைல் ​​செய்வதற்கு எளிதாகவும் இருக்கிறது.,positive
என் தலைமுடியை எப்படி வாசனையாகவும் உணரவும் செய்கிறது என்பதை நான் விரும்புகிறேன்.,positive
"ஹேர் ஸ்பா சிகிச்சையானது எனது கலர்-ட்ரீட் செய்யப்பட்ட கூந்தலில் பயன்படுத்தும் அளவுக்கு மென்மையானது, அது நிறத்தை அகற்றாது.",positive
இந்த தயாரிப்பைப் பயன்படுத்திய பிறகு என் தலைமுடி மிகவும் ஆரோக்கியமாகவும் புத்துணர்ச்சியுடனும் உணர்கிறது.,positive
சிறிது நேரம் கழித்து சில்லுகள் அல்லது தோல்களை பெயிண்ட் செய்யவும் அல்லது பூசவும்.,positive
அதே விற்பனையாளரிடமிருந்து நான் வாங்கிய பிற தயாரிப்புகளைப் போன்ற தயாரிப்பு அதே தரத்தில் இல்லை.,negative
தயாரிப்பு மிகைப்படுத்தலுக்கு ஏற்ப வாழவில்லை மற்றும் நான் நினைத்தது போல் ஈர்க்கவில்லை.,positive
சாலட் ஸ்பின்னர் கீரைகளை துவைத்து உலர்த்துவதை ஒரு தென்றலாக ஆக்குகிறது.,positive
அனைத்து உடல் வகைகளுக்கும் ஏற்றது,positive
அதிநவீன மற்றும் உன்னதமான வடிவமைப்புகள்,positive
டிரெண்ட்செட்டிங் ஆடைகள்,positive
வேலை அல்லது ஓய்வுக்கு ஏற்றது,positive
எந்த வயதினருக்கும் ஏற்றது,positive
வசதியான மற்றும் ஸ்டைலான ஆடை,positive
நாகரீகமான மற்றும் நவீன வடிவமைப்புகள்,positive
சிறந்த பொருத்தம் மற்றும் பூச்சு,positive
நியாயமான விலையில் உயர் நாகரீக ஆடைகள்,positive
உலர் பழங்கள் மற்றும் ஜெர்கி தயாரிப்பதற்கு உணவு டீஹைட்ரேட்டர் சரியானது.,positive
பாப்கார்ன் தயாரிப்பாளர் பயன்படுத்த எளிதானது மற்றும் ஒவ்வொரு முறையும் சரியான பாப்கார்னை உருவாக்குகிறது.,positive
இந்த மேக்ஸி உடையில் நான் ஒரு தெய்வமாக உணர்கிறேன்.,positive
நான் இந்த ஆடையை பலவிதமான நிகழ்வுகளுக்கு அணிய முடியும்.,positive
ரவிக்கையின் வடிவமைப்பு மிகவும் தனித்துவமானது மற்றும் புகழ்ச்சி அளிக்கிறது.,positive
இந்த பாவாடை மிகவும் வசதியானது மற்றும் உள்ளே செல்ல எளிதானது.,positive
பிளெண்டர் நம்பமுடியாத அளவிற்கு சத்தமாக உள்ளது மற்றும் எதையும் சரியாக கலப்பதில்லை.,positive
வாணலியில் ஒட்டாத பூச்சு ஒரு சில பயன்பாடுகளுக்குப் பிறகு உரிக்கத் தொடங்கியது.,positive
உடை என் உருவத்தைப் புகழ்வது எனக்கு மிகவும் பிடிக்கும்.,positive
இந்த ஸ்வெட்டர் குளிர் மாதங்களுக்கு ஏற்றது.,positive
"சங்கடமான பொருத்தம், தலைவலி ஏற்படுகிறது.",negative
மோசமான காற்றோட்டம் அமைப்பு அதிகப்படியான வியர்வையை ஏற்படுத்துகிறது.,negative
"கனமான மற்றும் பருமனான, நீண்ட சவாரிகளுக்கு ஏற்றதல்ல.",positive
விசர் பார்வையைத் தடுக்கிறது மற்றும் அடிக்கடி சரிசெய்தல் தேவைப்படுகிறது.,positive
"குறைந்த தரமான பொருட்கள் மற்றும் கட்டுமானம், நீடித்தது அல்ல.",positive
வடிவமைப்பு காலாவதியான மற்றும் அழகற்றதாக தோன்றுகிறது.,positive
சரியான பொருத்தத்தை சரிசெய்வது கடினம்.,positive
போதுமான தாக்க பாதுகாப்பு.,positive
தரத்திற்காக அதிக விலை.,positive
மைக்ரோவேவ் அல்லது ஃப்ரீசர் பாதுகாப்பானது அல்ல.,positive
ஒத்த தயாரிப்புகளுடன் ஒப்பிடும்போது மிகவும் விலை உயர்ந்தது.,positive
இந்த ஹேர் ஸ்பா தயாரிப்பு என் தலைமுடியை க்ரீஸ் மற்றும் எடையைக் குறைத்தது.,positive
"இந்த சிகிச்சையைப் பயன்படுத்திய பிறகு,தலைமுடியின் ஆரோக்கியம் அல்லது தோற்றத்தில் எந்த வித்தியாசத்தையும் நான் கவனிக்கவில்லை.",positive
இந்த ஹேர் ஸ்பா தயாரிப்பின் நறுமணம் எனக்கு மிகவும் வலுவாக இருந்தது.,positive
இந்த ஹேர் ஸ்பா சிகிச்சையைப் பயன்படுத்திய பிறகு என் உச்சந்தலையில் சில எரிச்சல் மற்றும் அரிப்பு ஏற்பட்டது.,negative
"இந்த தயாரிப்பைப் பயன்படுத்திய பிறகு என் தலைமுடி வறண்டு, உடையக்கூடியதாக உணர்ந்தது, மேலும் அதை சீப்புவது கடினமாக இருந்தது.",negative
வடிவமைப்பு அல்லது வடிவம் பிடிப்பது அல்லது குடிப்பதை கடினமாக்குகிறது.,negative
ரப்பர் அல்லது சிலிகான் ஸ்லீவ் வாசனை அல்லது காலப்போக்கில் மோசமடைகிறது.,negative
"மூடி அல்லது தொப்பி பாதுகாப்பாக இருக்காது, இதனால் கசிவு ஏற்படுகிறது.",negative
வைக்கோல் அல்லது ஊதுகுழல் வசதியான பயன்பாட்டிற்கு மிகவும் குறுகியது.,negative
மெதுவான ஷிப்பிங் மற்றும் டெலிவரி,positive
மோசமான வாடிக்கையாளர் சேவை,positive
கழுவிய பின் சுருங்குகிறது அல்லது நீட்டுகிறது,negative
எளிதில் சுருக்கங்கள்,positive
அணிவதற்கு வரையறுக்கப்பட்ட சந்தர்ப்பங்கள்,positive
கவர்ச்சியற்ற மற்றும் விரும்பத்தகாத ஆடை,negative
குறைந்த தரமான பொருள் மற்றும் வடிவமைப்பு,positive
சீரற்ற அளவு,negative
அணிவதற்கு விரும்பத்தகாதது,negative
மலிவான மற்றும் குறைந்த தர துணி,positive
மற்ற ஆடைகளுடன் ஸ்டைல் ​​மற்றும் மேட்ச் செய்வது கடினம்,negative
சாதுவான மற்றும் சலிப்பான வடிவமைப்புகள் மற்றும் வடிவங்கள்,negative
முதலீட்டுக்கு மதிப்பு இல்லை,negative
சங்கடமான மற்றும் பொருத்தமற்ற ஆடை,negative
கீழே விழும்போது அல்லது மோதியபோது பாட்டில் விரிசல் அல்லது நொறுங்கியது.,negative
வடிகட்டி உறுதியானது மற்றும் பாஸ்தா மற்றும் காய்கறிகளை வடிகட்டுவதற்கு ஏற்றது.,positive
சீஸ் போர்டு பொழுதுபோக்கிற்கும் சீஸ் பரிமாறுவதற்கும் சிறந்தது.,positive
முட்டை வேட்டையாடுபவர் ஒவ்வொரு முறையும் சரியாக வேட்டையாடப்பட்ட முட்டைகளை உருவாக்குகிறார்.,positive
எலுமிச்சம் பிழியும் எலுமிச்சம்பழத்தை ஒரு தென்றலாக ஆக்குகிறது.,positive
வறுக்கப்பட்ட சாண்ட்விச்களை தயாரிப்பதற்கு பாணினி பிரஸ் சரியானது.,positive
பாவாடையின் தரம் சிறப்பாக உள்ளது.,positive
மேல் ஒரு ஜோடி ஹீல்ஸுடன் இருக்கும் விதம் எனக்கு மிகவும் பிடிக்கும்.,positive
ஆடை கோடைகால திருமணத்திற்கு ஏற்றது.,positive
இந்த ரவிக்கையின் பொருத்தம் சரியானது.,positive
இந்த ஜம்ப்சூட்டை நான் ஒருபோதும் கழற்ற விரும்பவில்லை.,positive
நான் எதிர்பார்த்ததை விட வைரங்கள் சிறியதாகவோ அல்லது புத்திசாலித்தனமாகவோ இருந்தன.,positive
காதணிகள் மிக நீளமாக இருந்ததால் என் தலைமுடியில் சிக்கிக் கொண்டே இருந்தது.,positive
நகைகள் மலிவானவை அல்லது போலியானவை.,positive
நெக்லஸ் சரியாமல் என் கழுத்தைச் சுற்றிக் கொண்டே இருந்தது.,positive
பிரேஸ்லெட்டை நானே அணிவது மிகவும் கடினமாக இருந்தது.,positive
"பேக்கேஜிங் பயனர்களுக்கு ஏற்றதாக இல்லை, மேலும் பாட்டிலிலிருந்து தயாரிப்பைப் பெறுவது கடினமாக இருந்தது.",negative
இந்த ஹேர் ஸ்பா தயாரிப்பு எனது ஃபிரிஸ் மற்றும் ஃப்ளைவேஸைக் கட்டுப்படுத்துவதில் பயனுள்ளதாக இல்லை என்பதைக் கண்டறிந்தேன்.,negative
"சூத்திரம் என் தலைமுடியில் சில நிறமாற்றத்தை ஏற்படுத்தியது, மேலும் அதை அகற்றுவது கடினமாக இருந்தது.",negative
இந்த ஹேர் ஸ்பா சிகிச்சையானது அது வழங்கிய முடிவுகளுக்கு மிகவும் விலை உயர்ந்தது.,negative
"இந்த தயாரிப்பைப் பயன்படுத்திய பிறகு நான் சில முடி உதிர்வை அனுபவித்தேன், மற்றவர்களுக்கு இதைப் பரிந்துரைக்க மாட்டேன்.",negative
இந்த தயாரிப்பு என் தலைமுடிக்கு எதுவும் செய்யவில்லை. நான் உண்மையிலேயே ஏமாற்றமடைந்தேன்.,negative
நெயில் பாலிஷ் ஒரு சிறந்த வண்ண ஊதியம் மற்றும் நீண்ட காலம் நீடித்தது.,positive
ஹேர் மாஸ்க் என் தலைமுடியை மென்மையாகவும் ஈரப்பதமாகவும் உணர வைத்தது.,positive
ஷாம்பு மற்றும் கண்டிஷனர் செட் என் தலைமுடியை சுத்தமாகவும் ஆரோக்கியமாகவும் உணர வைத்தது.,positive
உருட்டல் முள் உறுதியானது மற்றும் மாவை உருட்டுவதற்கு ஏற்றது.,positive
காய்கறிகள் மற்றும் மீன்களை வேகவைக்க காய்கறி ஸ்டீமர் சிறந்தது.,positive
பூண்டு பராமரிப்பாளர் பூண்டை நீண்ட நேரம் புதியதாக வைத்திருக்கும்.,positive
வரையறுக்கப்பட்ட ஃபேஷன் விருப்பங்கள்,positive
மந்தமான மற்றும் முடக்கிய வண்ணங்கள்,positive
கவனிப்பது கடினம்,positive
மோசமான தையல் மற்றும் முடித்தல்,positive
உணர்திறன் வாய்ந்த சருமத்திற்கு ஏற்றது அல்ல,positive
குறைந்த தரமான ஆடை மற்றும் வடிவமைப்பு,positive
நெறிமுறையற்ற ஆடைகள்,positive
ஒரு நல்ல பரிசு விருப்பம் இல்லை,negative
மற்றவர்களிடமிருந்து எதிர்மறையான கருத்துக்கள்,positive
சங்கடமான மற்றும் திருப்தியற்ற உடைகள்,positive
கேக் காட்சிப்படுத்தவும் பரிமாறவும் கேக் ஸ்டாண்ட் சிறந்தது.,positive
ரொட்டி இயந்திரம் வீட்டில் புதிய ரொட்டி தயாரிப்பதற்கு ஏற்றது.,positive
உடல் லோஷன் ஈரப்பதமாக இருந்தது மற்றும் ஒரு நல்ல வாசனை இருந்தது.,positive
"பாடி வாஷ் நன்றாக நுரைத்து, என் தோலை சுத்தமாக உணர வைத்தது.",positive
ஹேண்ட் கிரீம் என் கைகளை க்ரீஸ் இல்லாமல் ஈரமாக்கியது.,positive
கால் கிரீம் என் கால்களை மென்மையாக்கவும் ஈரப்பதமாக்கவும் உதவியது.,positive
உலர்ந்த ஷாம்பு எண்ணெயை உறிஞ்சி என் தலைமுடிக்கு கூடுதல் அளவைக் கொடுத்தது.,positive
முடி சீரம் உதிர்வதைக் கட்டுப்படுத்த உதவியது மற்றும் என் தலைமுடியை பளபளப்பாகக் காட்டியது.,positive
ஹேர் ஸ்ப்ரே என் சிகை அலங்காரத்தை விறைப்பாக உணராமல் வைத்திருந்தது.,positive
ஃபேஷியல் ரோலர் என் முகத்தை மசாஜ் செய்யவும் மற்றும் டீ-பஃப் செய்யவும் உதவியது.,positive
கண் கிரீம் கருவளையங்களின் தோற்றத்தை குறைக்க உதவியது.,positive
"லிப் லைனர் என் உதடுகளை வரையறுக்கவும், இறகுகள் உருவாவதைத் தடுக்கவும் உதவியது.",positive
"மேலே மிகவும் சுத்தமாக இருந்தது, கீழே டேங்க் டாப் இல்லாமல் என்னால் அதை அணிய முடியவில்லை.",negative
உடை எனக்கு ஒரு உருளைக்கிழங்கு சாக்கு போல் இருந்தது. நிச்சயமாக முகஸ்துதி இல்லை.,negative
"பேன்ட் அதிக இடுப்புடன் இருக்க வேண்டும், ஆனால் அவை என் இடுப்பைக் கடந்து மேலே வரவில்லை.",negative
உடை மோசமாக கட்டப்பட்டது மற்றும் ஒரு முறை கழுவிய பிறகு விழத் தொடங்கியது.,positive
"சிறந்த உருவாக்க தரம் மற்றும் வடிவமைப்பு, விதிவிலக்காக சிறப்பாக செயல்படுகிறது.",positive
செயல்படுத்த எளிதானது மற்றும் மிகவும் உள்ளுணர்வு.,positive
"பணத்திற்கான சிறந்த மதிப்பு, மிகவும் பரிந்துரைக்கப்படுகிறது.",positive
மிக வேகமாக சார்ஜிங் மற்றும் நீண்ட பேட்டரி ஆயுள்.,positive
ஆன்லைனில் உள்ள விளக்கங்களுடனோ படங்களுடனோ நகைகள் பொருந்தவில்லை.,negative
தங்க நிறம் நான் எதிர்பார்த்தது இல்லை மற்றும் எனக்கு நன்றாக இல்லை.,negative
காதணிகள் முதுகைக் காணவில்லை அல்லது பாதுகாப்பாகப் பொருந்தவில்லை.,negative
"ரத்தினக் கற்கள் தளர்வாகவும், அமைப்பில் சத்தமிட்டதாகவும் இருந்தன.",positive
நெக்லஸ் மிகவும் கனமாக இருந்ததால் கழுத்து வலி ஏற்பட்டது.,positive
நகைகள் தயாரிப்பின் தரத்திற்காக அதிக விலை கொடுக்கப்பட்டது.,positive
"சிறந்த படம் மற்றும் ஒலி தரம், மிகவும் திருப்தி.",positive
"மிகவும் பல்துறை மற்றும் நடைமுறை, மிகவும் பரிந்துரைக்கப்படுகிறது.",positive
சரியாக மற்றும் மிகவும் நம்பகமானதாக வேலை செய்கிறது.,positive
சூடான அல்லது குளிர்ந்த பானங்களுக்கு பயன்படுத்தலாம்.,positive
சுற்றுச்சூழல் நட்பு மற்றும் பிளாஸ்டிக் கழிவுகளை குறைக்கிறது.,positive
பல்துறை மற்றும் பல்வேறு பயன்பாடுகளுக்கு ஏற்றது.,positive
உறுதியான மற்றும் நம்பகமான.,positive
கசிவு அல்லது சொட்டு இல்லை.,positive
குடிப்பதற்கும் ஊற்றுவதற்கும் எளிதானது.,positive
"மிக வேகமான தரவு பரிமாற்ற வேகம், மிகவும் ஈர்க்கப்பட்டது.",positive
"நேர்த்தியான மற்றும் நவீன வடிவமைப்பு, மிகவும் பரிந்துரைக்கப்படுகிறது.",positive
"விலைக்கு சிறந்த தயாரிப்பு, மிகவும் பரிந்துரைக்கிறேன்.",positive
"மிகவும் வசதியான மற்றும் நடைமுறை, மிகவும் பரிந்துரைக்கிறேன்.",positive
தரம் மற்றும் செயல்திறனில் மிகவும் ஈர்க்கப்பட்டது.,positive
சிறந்த அம்சங்கள் மற்றும் மிகவும் பல்துறை.,positive
பொருத்தமற்ற மற்றும் மோசமாக வடிவமைக்கப்பட்ட ஆடை,positive
வெவ்வேறு உடல் வகைகளுக்கு வரையறுக்கப்பட்ட விருப்பங்கள்,negative
மோசமாக வடிவமைக்கப்பட்ட மற்றும் ஈர்க்காத வடிவமைப்பு,negative
காலாவதியான மற்றும் காலாவதியான ஃபேஷன் வடிவமைப்புகள்.,negative
கவர்ச்சியற்ற மற்றும் விரும்பத்தகாத ஆடை,negative
வேலை அல்லது ஓய்வுக்கு ஏற்றது அல்ல,negative
குறிப்பிட்ட வயதினருக்கு மட்டுமே,negative
சங்கடமான மற்றும் விரும்பத்தகாத ஆடை,negative
மோசமாக வடிவமைக்கப்பட்ட மற்றும் காலாவதியான ஃபேஷன்,negative
நான் பொருளைத் திருப்பி அனுப்ப வேண்டியிருந்தது மற்றும் நானே ஷிப்பிங் செய்ய வேண்டியிருந்தது.,negative
"சட்டை தளர்வானதாக விளம்பரப்படுத்தப்பட்டது, ஆனால் அது தோல் இறுக்கமாக இருந்தது.",negative
"பொருள் மிகவும் மெல்லியதாக இருந்தது, அதை நீங்கள் பார்க்க முடியும்.",negative
"உடை முழங்கால் வரை இருக்க வேண்டும், ஆனால் அது என் தொடைகளை மறைக்கவில்லை.",negative
மோசமான ஒலி தரம்,negative
நீண்ட நேரம் அணிவதில் அசௌகரியம்,negative
வெளிப்புற சத்தத்தை திறம்பட தடுக்காது,negative
விலைக்கு மோசமான மதிப்பு,negative
சுமந்து செல்ல கனமான மற்றும் பருமனான,negative
ஆன்லைனில் தோன்றியதை விட தனிப்பட்ட முறையில் நிறம் மிகவும் வித்தியாசமாக இருந்தது.,negative
"உடை மிகவும் குறுகியதாக இருந்தது, மேலும் சவாரி செய்து கொண்டே இருந்தது, அது அணிய முடியாததாக இருந்தது.",positive
"தையல் வளைந்த மற்றும் சீரற்றதாக இருந்தது, இதனால் ஆடை மலிவானதாகத் தெரிகிறது.",positive
நெயில் பாலிஷ் ரிமூவர் விரைவாகவும் திறமையாகவும் வேலை செய்தது.,positive
மேக்கப் ரிமூவர் துடைப்பான்கள் என் சருமத்தை எரிச்சலடையச் செய்யாமல் எளிதாக என் மேக்கப்பை அகற்றின.,negative
"க்ளென்சிங் ஆயில் எனது மேக்கப் அனைத்தையும் நீக்கி, என் சருமத்தை மென்மையாக உணர வைத்தது.",positive
ஃபேஸ் ஸ்க்ரப் மிகவும் கடுமையாக இல்லாமல் என் தோலை உரித்தது.,positive
உடல் ஸ்க்ரப் என் சருமத்தை மென்மையாகவும் மிருதுவாகவும் உணர வைத்தது.,negative
பெறப்பட்ட பொருட்கள் விளக்கம் மற்றும் படங்களிலிருந்து வேறுபட்டவை.,negative
கடினமான மற்றும் நேரத்தை எடுத்துக்கொள்ளும் நிறுவல் செயல்முறை.,negative
ஷிப்பிங் எதிர்பார்த்ததை விட அதிக நேரம் எடுத்து சிரமத்தை ஏற்படுத்தியது.,negative
வாடிக்கையாளர் சேவை உதவவில்லை மற்றும் பதிலளிக்கவில்லை.,negative
கார் அலங்காரப் பொருட்கள் என் காரில் சரியாகப் பொருந்தவில்லை.,negative
கார் அலங்கார பொருட்கள் மலிவாகவும் ஒட்டும் தன்மையுடனும் காணப்பட்டன.,negative
வாகனம் ஓட்டும் போது கார் அலங்கார பொருட்கள் எளிதில் கீழே விழுந்தன.,negative
கார் அலங்கார பொருட்கள் எனது காரின் உட்புறம் அல்லது வெளிப்புறத்தை சேதப்படுத்தியது.,negative
பெறப்பட்ட தரத்திற்கு அதிக விலை கொடுக்கப்பட்டன.,negative
விளம்பரப்படுத்தப்பட்ட அளவுக்கு நீடித்ததாக இல்லை.,negative
நான் எதிர்பார்த்த வண்ணம் அல்லது பாணியுடன் பொருந்தவில்லை.,negative
சுத்தம் செய்வதும் பராமரிப்பதும் கடினமாக இருந்தது.,negative
"பொருட்கள் என் காரை இரைச்சலாகவும், குழப்பமாகவும் தோற்றமளித்தன.",negative
சரியாக ஒட்டாமல் கீழே விழுந்து கொண்டே இருந்தது.,negative
எனது எதிர்பார்ப்புகளுக்கு ஏற்ப வாழவில்லை.,negative
பொருட்கள் மிகவும் பருமனானவை மற்றும் வாகனம் ஓட்டுவதில் குறுக்கீடு செய்தன.,negative
உடல் வெண்ணெய் ஈரப்பதமாக இருந்தது மற்றும் ஒரு நல்ல வாசனை இருந்தது.,positive
இந்த தயாரிப்பு எனது இயற்கை அம்சங்களை மேம்படுத்தும் விதத்தை விரும்புகிறேன்.,positive
மென்மையான மென்மையான பூச்சு வழங்குகிறது.,positive
எல்லா சந்தர்ப்பங்களிலும் பயன்படுத்த சிறந்தது.,positive
சன்ஸ்கிரீன் என் சருமத்தை க்ரீஸ் இல்லாமல் சூரிய ஒளியில் இருந்து பாதுகாத்தது.,positive
சுய தோல் பதனிடுபவர் எனக்கு கோடுகள் இல்லாமல் இயற்கையான தோற்றமளிக்கும் பழுப்பு நிறத்தைக் கொடுத்தார்.,positive
உதடு குண்டானவன் என் உதடுகளை கவனிக்காமல் லேசாக குண்டாக கொடுத்தான்.,positive
கண் இமை சீரம் என் கண் இமைகளை நீட்டவும் தடிக்கவும் உதவியது.,positive
முகப்பரு புள்ளி சிகிச்சை எனது பருக்களின் அளவைக் குறைக்க உதவியது.,positive
பற்களை வெண்மையாக்கும் கிட் என் பற்களை உணர்திறனை ஏற்படுத்தாமல் வெண்மையாக்க உதவியது.,positive
SPF உடன் கூடிய முகமூடி என் மேக்கப்பைப் புதுப்பிக்கும் போது சூரிய ஒளியில் இருந்து என் சருமத்தைப் பாதுகாக்க உதவியது.,positive
முக சுத்தப்படுத்தி எனது துளைகளின் தோற்றத்தை குறைக்க உதவியது.,positive
என் தலைமுடியை நேராக்க ஹேர் ஸ்ட்ரைட்னர் விரைவாகவும் திறமையாகவும் வேலை செய்தது.,positive
முடி உலர்த்தி என் முடியை உலர்த்தியது.,positive
"எப்போதும் மோசமான கொள்முதல், வாங்க வேண்டாம்!",negative
இந்த தயாரிப்புக்காக உங்கள் பணத்தை வீணாக்காதீர்கள்.,negative
"பயங்கரமான தரம், சில நாட்களில் விழுந்தது.",negative
கசிவுகளைத் தடுக்க இறுக்கமான மூடி.,negative
விளையாட்டு மற்றும் வெளிப்புற நடவடிக்கைகளுக்கு சிறந்தது.,positive
பானங்களில் எந்த பிந்தைய சுவையையும் விட்டுவிடாது.,negative
பல முறை மீண்டும் பயன்படுத்தலாம்.,positive
சாதனங்களுடன் இணைப்பது கடினம்,positive
குறுகிய பேட்டரி ஆயுள்,positive
அழகற்ற வடிவமைப்பு,positive
சுமந்து செல்லும் வழக்குடன் வரவில்லை,positive
மோசமான பாஸ் மற்றும் ட்ரெபிள் பேலன்ஸ்,positive
தொலைபேசி அழைப்புகளுக்கான மைக்ரோஃபோன் தரம் மோசமாக உள்ளது,positive
நீடித்து நிலைக்காது மற்றும் எளிதில் உடைந்து விடும்,positive
உடற்பயிற்சி செய்வதற்கும் ஓடுவதற்கும் சிறந்ததல்ல.,positive
வெவ்வேறு வண்ணங்கள் மற்றும் வடிவமைப்புகளில் வருகிறது.,positive
வேலைக்கு அல்லது பள்ளிக்கு அழைத்துச் செல்வதற்கு ஏற்றது.,positive
பானங்களில் தேவையற்ற வாசனையை சேர்க்காது.,positive
பெரும்பாலான நீர் வடிகட்டிகளுடன் இணக்கமானது.,positive
"ஏமாற்றத்தைத் தவிர்த்து, இந்த தயாரிப்பைத் தவிர்க்கவும்.",negative
கனமாக உணராமல் சிறந்த கவரேஜை வழங்குகிறது.,positive
இந்த தயாரிப்பு என் கண்களை பிரகாசமாக்கும் விதத்தை விரும்புகிறேன்.,positive
அனைத்து பருவங்களிலும் பயன்படுத்த ஏற்றது.,positive
சிறந்த தங்கும் சக்தியை வழங்குகிறது.,positive
